,name_product,price_product,link_product,marca,description_product,color_product,condicion,images
5,Moto G41 Dual SIM 128 GB dorado amanecer 4 GB RAM,729.900,https://www.mercadolibre.com.co/moto-g41-dual-sim-128-gb-dorado-amanecer-4-gb-ram/p/MCO18739404?pdp_filters=category:MCO1055#searchVariation=MCO18739404&position=6&search_layout=stack&type=product&tracking_id=72256173-8d73-4137-ad9a-c8efae8cdfd9,Moto,Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 3 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Ademas  el dispositivo cuenta con camara frontal de 13 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Mayor rendimiento Su memoria RAM de 4 GB permite que tu smartphone funcione de manera fluida y sin demoras al realizar distintas tareas  jugar o navegar   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ,Dorado amanecer,Nuevo,https://http2.mlstatic.com/D_NQ_NP_775621-MLA49424329076_032022-V.webp
6,Nokia 225 4G 128 MB black 64 MB RAM,199.999,https://www.mercadolibre.com.co/nokia-225-4g-128-mb-black-64-mb-ram/p/MCO17449625?pdp_filters=category:MCO1055#searchVariation=MCO17449625&position=7&search_layout=stack&type=product&tracking_id=72256173-8d73-4137-ad9a-c8efae8cdfd9,Nokia,Si buscas un dispositivo que te permita estar en contacto siempre  este telefono 225 4G es una opcion excelente  Podras comunicarte de manera inmediata con amigas y amigos  o con las personas de tu familia  Y ademas  si estas trabajando  lograras una mayor colaboracion con tu equipo   Fotografias al instante Captura tus mejores momentos y revivelos cuando quieras con la camara trasera de 0 3 Mpx   Contenidos compartidos Conecta tu celular con otros dispositivos a traves del bluetooth y transmite fotos  musica  contactos y mucho mas sin estar conectado a Internet   Entretenimiento que te acompana Con tu 225 4G podras sintonizar radio  mantenerte al tanto de las ultimas noticias y escuchar tus programas favoritos ,Black,Nuevo,https://http2.mlstatic.com/D_NQ_NP_835497-MLA51289611228_082022-V.webp
7,Samsung Galaxy M13 Dual SIM 128 GB light blue 4 GB RAM,679.000,https://www.mercadolibre.com.co/samsung-galaxy-m13-dual-sim-128-gb-light-blue-4-gb-ram/p/MCO19460566?pdp_filters=category:MCO1055#searchVariation=MCO19460566&position=8&search_layout=stack&type=product&tracking_id=72256173-8d73-4137-ad9a-c8efae8cdfd9,Samsung,Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 3 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Ademas  el dispositivo cuenta con camara frontal de 8 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Mayor rendimiento Su memoria RAM de 4 GB permite que tu smartphone funcione de manera fluida y sin demoras al realizar distintas tareas  jugar o navegar   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ,Light blue,Nuevo,https://http2.mlstatic.com/D_NQ_NP_825358-MLA50696016765_072022-V.webp
8,Celular Hyundai E506 Economico Dual Sim 3g Pantalla 5 0,250.000,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=z%2FZr4Thi0CNgTFVt6AEO20EjsGto3Iu9l6oKdMxPIp5Dm3llMEk%2FZ93jLfs4N3B1oiKkQQ9PoOoK9rfMVQpV678EMR6zIzqaT76FrqCMDq1%2BpSSEFsaxHRAvwyTGnIQ0GB8%2BpKsbyq%2FtIO0JyfiQrodOxf55wCS4JkbAJaFfXpV%2Bq23%2BXazEiu84l9wIOdxy6zBMhM9RMZ9UmBuUTeFlC5u9ff2oLpg8E4n%2FrhMWz4Ze89SPKydqInqsfND1UERbtYJjKDYfZHDnjVP6mNz0LNNxmBn%2FC8%2FCyZlPSIFRH7t%2FbboStubMjON%2B%2Fbmyi%2BnB6kut3gHrfo7w5BbZNIujaIcQP07KrH6IB9wVZGn15jhNI2EXr3KlDztgvigqu0KsZi%2BGqv%2BWM4g4IDtyGQP2cLhGvxi0gFHxRWlmlrZxbePJD8RacdaerKOfEz2%2BoDwTgqxsRkCbXyxSOrHvXSu09M%2F0alSm3kdGal4RCM4Kj9qX680Yx7s7pqimpoH9csYqHjwAJsin2onv5nzVAibxFi1Cu4BFapqyEXPtbKlTyMGJnl7mrfmRHJNsrCYezClZSvQG3ZHvvi8RTji4UCBbO%2BU0Urixxe%2BXLPQuba6FJOjrVn08ZbNoT5trDwgQWoj5JnlmsGbnNWYqiKlurzi%2FTySNcQzefZJGH%2Fwe4Rj6J7oQyzD6aLB%2BOJduKT611ujNzoGkCVXGEGHHzP8%3D&rb=x,Celular,"HYUNDAI E506 rapido liviano pantalla amplia   pantalla LCD 5 00"" SISTEMA OPERATIVO ANDROID GO Resolucion 480×854 pixeles Sistema Android R  edicion Go Chipset Unisoc Spreadtrum SC7731E 28nm CPU Quad-core (4×1 3 GHz Cortex-A7) GPU ARM Mali-T820 microSDXC Memoria 16GB  1GB RAM Camara principal 5MP DUAL SIM Sensores: acelerometro  sensor G      GARANTIA   • Tenemos 12 meses de garantia • 24 horas de servicio al cliente • ATENCION PREMIUM POS-VENTA • Soporte de garantia facil Y rapido sin coste adicional • resolvemos tus dudas en un periodo de 24 horas",Azul,Nuevo,https://http2.mlstatic.com/D_NQ_NP_631582-MCO54746000330_032023-V.webp
9,Celular Hyundai L604 4g Lte Pantalla De 6 Pulgadas Económico,288.000,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=3eY8JKZ7as00URAmm1yzm5AU%2FQx75VmnuFOyjK31VyW%2BVLeX5XSuuA9YWr4%2BkWmniP3pR4vrwEC2a4E56M8JjzgeYunXrZ6q%2BNOl5uPBJVUtHDWvUFNVJ%2FBdB1dpwOMk7Nb1mJqt%2Fom3iD21DGDiijbxh4M9ydFwLMYC7lC5%2BV3B4P82qzt85mk0rs3nJZAsO%2BAJcCa4wgWgOBuIqMZwEdBn5Wkmq74Mdb2nyAgWbMe8PA3CI0p4N6bkhB9CWu6gQKLDGIRuVB3k6LiG61CC58ACQUmpXJ9BQUDHmp0vanA%2FVv6KBUeAIKxDlMBjibuw5OwIUeV0LCqZH3GzggJrww%2Fa%2FezJe1I%2BhTESzUfjG0qRogJOGjigvFll4G7ngXFZcqVZxFVJR3wgNAh%2BpGnOW%2F1TAXZCMIHz11ln2ku5bKvEXoWBakkpvuBdZRSWhcjFrsNi36r0EEUwCj893FBPSz%2FG1%2FoFvRcvTFi7f0l9Sxf5LB%2B2jLu%2B7jfjlhPpKiYW8SM%2FjDy7oIJv1vQdmSgfwB%2BtHjRvNu7io2ercx8OOj4jhA60EA9SfDEOn1bxVP3WHWynl1%2Fb8W3MAe%2BgQpmegnwQM4Cw9oqezWWfYM7irDhaNWZd5lKAiHCpq424NK%2BUxPCh9UB57WBTSoUuCFD48ZgSLRdfn%2FOLhKZR%2FCDX5GTi%2BaTb0qI%2FJqvXWgqdupmUHNih8uLZCK%2Bd44K8Zw%3D%3D&rb=x,Celular,"CELULAR HYUNDA L604 4G LTE Pantalla de 6 Pulgadas • Hyundai Mobile reinventa los conceptos de comunicacion movil a traves de su dedicacion y atencion a cada detalle  Cada dispositivo refleja nuestra filosofia de innovacion  historia y valores   • Lo mas importante del HYUNDAI L604 es su navegacion 4G LTE  La mas rapida del mercado  lo cual te permitira disfrutar de todo el contenido multimedia de la red con mayor velocidad y fluidez  pudiendo operar en redes sociales con la velocidad de un dispositivo gama alta    • incluye tambien un forro transparente anti golpe  para que lo mantengas siempre protegido  y con su protector de pantalla para evitar aranazos y rayones  ESPECIFICACIONES TECNICAS  • Banda 4G LTE • Pantalla: 6"" IPS • Memoria RAM: 1 GB  • Memoria ROM: 16 GB  • Camara Principal: 8 MP  AF  con flash  • Camara Selfie Imagen: 5 MP con flash  • Procesador: Quad Core 1 5 GHz  • Dual sim • Sistema Operativo: ANDROID 10(GO EDITION)  • Wifi • GPS • Bluetooth • Radio FM • Puertos: Micro USB • Bateria: LI-ION 2900 mAh  • HOTSPOT: para compartir intenert • LUZ NOCTURNA: para preparar el cuerpo para dormir • MODO OSCURO: para cuidar la vista de la luz blanca   INCLUYE EN LA CAJA  • Equipo • Cargador • Cable USB • Audifonos (manos libres) • Manual • Forro (funda protectora transparente original del equipo) • Protector de pantalla (preinstalado) • se envia con su factura para su posterior registro  GARANTIA  • Tenemos 12 meses de garantia • 24 horas de servicio al cliente • ATENCION PREMIUN POSVENTA • Soporte de garantia facil Y rapido sin coste adicional • resolvemos tus dudas en un periodo de 24 horas",Negro,Nuevo,https://http2.mlstatic.com/D_NQ_NP_790799-MCO50120466452_052022-V.webp
10,Apple iPhone SE (2da generación) 128 GB - Negro,2.349.000,https://www.mercadolibre.com.co/apple-iphone-se-2da-generacion-128-gb-negro/p/MCO15591334?pdp_filters=category:MCO1055#searchVariation=MCO15591334&position=11&search_layout=stack&type=product&tracking_id=72256173-8d73-4137-ad9a-c8efae8cdfd9,Apple,El iPhone SE es el iPhone de 4 7 pulgadas mas potente hasta ahora (1)  Tiene el chip A13 Bionic  que ofrece un rendimiento increible en apps  juegos y fotos  Viene con modo Retrato y seis efectos de iluminacion para tomar retratos con calidad de estudio  HDR Inteligente de ultima generacion que ofrece un nivel de detalle sorprendente en las luces y las sombras de las fotos  video 4K de calidad cinematografica y todas las funcionalidades avanzadas de iOS  Ademas de una bateria de larga duracion (2) y resistencia al agua (3)  Tiene todo lo que te gusta del iPhone en un diseno compacto que te encantara    Avisos Legales (1) El tamano de la pantalla se mide en diagonal  (2) La duracion de la bateria varia segun el uso y la configuracion  (3) El iPhone SE es resistente a las salpicaduras  al agua y al polvo  y fue probado en condiciones de laboratorio controladas; el iPhone SE tiene una clasificacion IP67 segun la norma IEC 60529 (hasta 30 minutos a una profundidad maxima de 1 metro)  La resistencia a las salpicaduras  al agua y al polvo no es una condicion permanente  y podria disminuir como consecuencia del uso normal  No intentes cargar un iPhone mojado; consulta el manual del usuario para ver las instrucciones de limpieza y secado  La garantia no cubre danos producidos por liquidos  (4) Los cargadores inalambricos Qi se venden por separado ,Negro,Nuevo,https://http2.mlstatic.com/D_NQ_NP_972908-MLA47681022795_092021-V.webp
11,Tecno Camon 18P Dual SIM 128 GB ceramic white 8 GB RAM,879.900,https://www.mercadolibre.com.co/tecno-camon-18p-dual-sim-128-gb-ceramic-white-8-gb-ram/p/MCO18726235?pdp_filters=category:MCO1055#searchVariation=MCO18726235&position=12&search_layout=stack&type=product&tracking_id=72256173-8d73-4137-ad9a-c8efae8cdfd9,Tecno,Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 3 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Su zoom hibrido es perfecto para los amantes del plano detalle  ya que integra lo mejor del zoom optico y digital para que consigas acercamientos sin perdida de calidad   Capacidad y eficiencia Con su potente procesador y memoria RAM de 8 GB tu equipo alcanzara un alto rendimiento con gran velocidad de transmision de contenidos y ejecutara multiples aplicaciones a la vez sin demoras   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ,Ceramic white,Nuevo,https://http2.mlstatic.com/D_NQ_NP_661066-MLA49059383690_022022-V.webp
12,Samsung Galaxy Z Fold4 Dual SIM 256 GB phantom black 12 GB RAM,6.726.335,https://www.mercadolibre.com.co/samsung-galaxy-z-fold4-dual-sim-256-gb-phantom-black-12-gb-ram/p/MCO19580211?pdp_filters=category:MCO1055#searchVariation=MCO19580211&position=13&search_layout=stack&type=product&tracking_id=72256173-8d73-4137-ad9a-c8efae8cdfd9,Samsung,"Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 3 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Perfecta para los amantes del plano detalle  Su zoom optico te ofrecera la posibilidad de realizar acercamientos sin que tus capturas pierdan calidad   Experiencia visual increible Mira tus series y peliculas favoritas con la mejor definicion a traves de su pantalla Dynamic AMOLED 2X de 7 6""  Disfruta de colores brillantes y detalles precisos en todos tus contenidos   Capacidad y eficiencia Con su potente procesador y memoria RAM de 12 GB tu equipo alcanzara un alto rendimiento con gran velocidad de transmision de contenidos y ejecutara multiples aplicaciones a la vez sin demoras   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 4400 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ",Phantom black,Nuevo,https://http2.mlstatic.com/D_NQ_NP_745830-MLA52178972736_102022-V.webp
13,iPhone 8 Plus 64 GB gris espacial,2.099.999,https://www.mercadolibre.com.co/iphone-8-plus-64-gb-gris-espacial/p/MCO8752453?pdp_filters=category:MCO1055#searchVariation=MCO8752453&position=14&search_layout=stack&type=product&tracking_id=72256173-8d73-4137-ad9a-c8efae8cdfd9,iPhone,"Doble camara y mas detalles Sus 2 camaras traseras de 12 Mpx/12 Mpx te permitiran tomar imagenes con mas detalles y lograr efectos unicos como el famoso modo retrato de poca profundidad de campo   Ademas  el dispositivo cuenta con camara frontal de 7 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Mas para ver Con su pantalla IPS de 5 5""  disfruta de colores intensos y mayor nitidez en todos tus contenidos   Mayor rendimiento Su memoria RAM de 3 GB permite que tu smartphone funcione de manera fluida y sin demoras al realizar distintas tareas  jugar o navegar   Desbloqueo veloz con tu huella digital Con el sensor de huella digital  el acceso es seguro y podras desbloquearlo automaticamente con un toque   Gran capacidad de almacenamiento Con su memoria interna de 64 GB siempre tendras espacio para almacenar archivos y documentos importantes  Ademas  podras guardar peliculas  series y videos para reproducirlos cuando quieras sin conexion ",Gris espacial,Nuevo,https://http2.mlstatic.com/D_NQ_NP_661937-MLA44156537605_112020-V.webp
14,Moto G20 Dual SIM 128 GB azul glaciar 4 GB RAM,670.254,https://www.mercadolibre.com.co/moto-g20-dual-sim-128-gb-azul-glaciar-4-gb-ram/p/MCO18558324?pdp_filters=category:MCO1055#searchVariation=MCO18558324&position=15&search_layout=stack&type=product&tracking_id=72256173-8d73-4137-ad9a-c8efae8cdfd9,Moto,Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 4 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Mayor rendimiento Su memoria RAM de 4 GB permite que tu smartphone funcione de manera fluida y sin demoras al realizar distintas tareas  jugar o navegar   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ,Azul glaciar,Nuevo,https://http2.mlstatic.com/D_NQ_NP_945536-MLA48317864468_112021-V.webp
15,Samsung Galaxy A03 Core 32 GB black 2 GB RAM,416.900,https://www.mercadolibre.com.co/samsung-galaxy-a03-core-32-gb-black-2-gb-ram/p/MCO18904852?pdp_filters=category:MCO1055#searchVariation=MCO18904852&position=16&search_layout=stack&type=product&tracking_id=72256173-8d73-4137-ad9a-c8efae8cdfd9,Samsung,"Momentos unicos  capturas reales Captura tus mejores momentos y revivelos cuando quieras con la camara trasera de 8 Mpx   Ademas  el dispositivo cuenta con camara frontal de 5 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Mas para ver Con su pantalla PLS de 6 5""  disfruta de colores intensos y mayor nitidez en todos tus contenidos   Todo lo que necesitas Su memoria RAM de 2 GB es justo lo que necesitas para utilizar las funciones mas importantes como llamar  enviar mensajes  navegar y ejecutar aplicaciones de uso frecuente como redes sociales o multimedia   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas   El espacio que necesitas Con su memoria interna de 32 GB descarga tus aplicaciones favoritas y guarda todas las fotos y videos que quieras ",Black,Nuevo,https://http2.mlstatic.com/D_NQ_NP_682464-MLA52799522185_122022-V.webp
16,Samsung Galaxy A13 128 GB black 4 GB RAM,742.000,https://www.mercadolibre.com.co/samsung-galaxy-a13-128-gb-black-4-gb-ram/p/MCO19147042?pdp_filters=category:MCO1055#searchVariation=MCO19147042&position=17&search_layout=stack&type=product&tracking_id=72256173-8d73-4137-ad9a-c8efae8cdfd9,Samsung,Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 4 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Mayor rendimiento Su memoria RAM de 4 GB permite que tu smartphone funcione de manera fluida y sin demoras al realizar distintas tareas  jugar o navegar   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ,Black,Nuevo,https://http2.mlstatic.com/D_NQ_NP_917545-MLA50401654103_062022-V.webp
17,Apple iPhone 14 Plus (256 GB) - Morado,5.749.900,https://www.mercadolibre.com.co/apple-iphone-14-plus-256-gb-morado/p/MCO19615366?pdp_filters=category:MCO1055#searchVariation=MCO19615366&position=18&search_layout=stack&type=product&tracking_id=72256173-8d73-4137-ad9a-c8efae8cdfd9,Apple,El iPhone 14 Plus tiene una pantalla de 6 7 pulgadas(1) y bateria que te acompana todo el dia para que pienses en grande (2) Su nuevo sistema de dos camaras te permite tomar fotos espectaculares en condiciones de mucha o poca luz  Y viene con Deteccion de Choques(3)  una nueva funcionalidad de seguridad que pide ayuda cuando no estas en condiciones de hacerlo      Aviso legal   (1) La pantalla tiene las esquinas redondeadas  Si se mide en forma de rectangulo  la pantalla tiene 6 68 pulgadas en diagonal  El area real de visualizacion es menor  (2) La duracion de la bateria varia segun el uso y la configuracion  (3) La funcionalidad Emergencia SOS usa conexion celular o llamadas por Wi-Fi  (4) Se requiere un plan de datos  5G esta disponible en algunos mercados y a traves de operadores especificos  Las velocidades varian segun las condiciones del lugar y el operador  (5) El iPhone 14 Plus es resistente a las salpicaduras  al agua y al polvo  y fue probado en condiciones de laboratorio controladas  con una clasificacion IP68 segun la norma IEC 60529 (hasta 30 minutos a una profundidad maxima de 6 metros)  La resistencia a las salpicaduras  al agua y al polvo no es una condicion permanente  y podria disminuir como consecuencia del uso normal  No intentes cargar un iPhone mojado; consulta el manual del usuario para ver las instrucciones de limpieza y secado  La garantia no cubre danos producidos por liquidos  (6) Algunas funcionalidades podrian no estar disponibles en todos los paises o areas ,Morado,Nuevo,https://http2.mlstatic.com/D_NQ_NP_782535-MLM51559386281_092022-V.webp
18,Celular Krono 3g K22 Doble Sim Grabador De Llamadas Linterna,96.000,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=nNSAtak%2FhqP09xR9%2BQ9cMVVXsP56S1KSlxG75xH3YjxrcCz8KnRRsLeczvDXx1SwrUraQwDn9jsOgDMnuBX7u8z%2Bjs5u9dea7ONYklwtHgmgV8LxPoYI0vzfxVacbndWCTciVMxjxf35MIUQXZASOnSkGoELsMByPD7wAYOlVH7TytZrlRRLspXRQf98kbDZlXK22R1KNbK8qVDvcbIcozXfSNlBfWzUCL7KGrwfd3UXBAjXaDqph1S7j7fpxaRlr46F7ytDEjBVVbHZg7IJfxDpaCqOG2iHykySIxlbQ%2FNajLFpAreb0QhYr54g4ClPmpXKawUK7%2FVZ3EzJ%2Fz5wPeVzaqlMGVq6GntVJYqUoMqrqO%2BKkvJEAs2AQ0J3Zvp3aPyEStdZ7iuoWSY2AqgV4paXr71SoKuByXHeQHaGamNhbQ02BqWxnt5Ka0YI2m735CBM%2BofSaC9QXqzJO8cSthaIiyzeo6kQ1fYZ%2BbV94DJnzBQ7%2B4ThstfDUJU91t12jdYpdFF2FELJSEFq9AwdC8zY5LsisXqWBjQvaxwUcjNy27thCLsC%2Bnaat3V9rrbXiD%2BnnDUDz1vcEqYOHq1eDYw7NpLzWfwQI%2BhohMYGEij3dJkEsDiQxzFpHtYABo6p91L%2BibHNOfa6y%2BXaNE0D7uPuafRKDusaR4OrzllkZAPuPXlce8Z08dwSLurk%2BGwYWJwo9g%3D%3D&rb=x,Celular,"DISTRIBUIDO POR WEBCASTER TECHNOLOGY ------------------------------------------------------------- ********************************************************************************************************* * NO REALICE PAGOS POR FUERA DE MERCADO LIBRE  Desde otras cuentas personas inescrupulosas usan nuestra reputacion para solicitar consignaciones con DATOS FALSOS  Indicando un precio inferior al aqui publicado  ESTO ES FALSO  Nosotros recibiremos su pago por MERCADO LIBRE  ANTE CUALQUIER DUDA POR FAVOR PREGUNTE EN ESTA PUBLICACION Y solo haga caso a las respuestas de ESTA PUBLICACION   * ANTES de dar clic en COMPRAR  selecciona color deseado  una vez la venta sea aprobada es IMPOSIBLE hacer cambio en el color del producto   * El sistema le mostrara siempre y en todo momento colores y cantidades disponibles  el sistema NUNCA cambiara el color seleccionado al momento de iniciar el proceso compra   * Al ser un proceso automatizado  debido a que nuestros productos estan en el centro de distribucion de MERCADOLIBRE la guia de envio se genera con los datos que suministras en el recuadro de direccion  escribir la direccion completa incluido si es calle o carrera *********************************************************************************************************  ENVIO GRATIS A TODO EL PAIS   INFINIX NOTE 12 128GB 8RAM  Domina el juego  Si el estilo tuviera un rostro: Un estilo sin limites ligero como una pluma  diseno elegante  El Note 12 es una composicion elegante y novedoso con funciones impecables    Caracteristicas Principales:  - Equipo totalmente nuevo en caja cerrada  - Libre de fabrica para cualquier compania  - Procesador Helio G96 - GPU: Mali-G57 MC2 - Pantalla: Pantalla AMOLED 6 7"" FHD+ 120Hz - Resolucion: 1080 x 2400 FHD+ - Memoria Interna de 128 GB - Memoria 8 RAM - Triple camara trasera: 50 MP + 2 MP + 2 MP - Camara Delantera: 16 MP - Sistema operativo: X OS 10 6 Basado en Android 12 - Nano SIM + Nano SIM + SD hasta 2 TB - FM RADIO - NFC: NO - Wi-Fi  Bluetooth  GPS - Bateria integrada de 5000 mAh 33 W de carga rapida por cable - Garantia: 1 ano con fabricante   Contenido del paquete Celular / Adaptador de corriente / Cable USB tipo C / Funda / Herramienta de extraccion para la SIM / Guia del usuario / Garantia / Factura",Negro,Nuevo,https://http2.mlstatic.com/D_NQ_NP_962118-MCO52070780171_102022-V.webp
19,Celular Economico Minutero Doble Sim Radio Microsd Camara,96.000,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=aIUKnWxh9RwMQ5S6ZuJVqQiIWSNxzavfhxvT%2BY9NStEDuE9O8hlt2nfDlgSskxifgO6Eawcl%2BlbHI%2F5aSnQafDjZtW4IPCYSZByiUHVg9678qGL9Y4imUrxBtza6ERnJGunnRFuv6POAZnT3399p9EMhpPT2PykrqBNsCU8kZpsxtGEht4K1YiiO3gmHBaudjzEyP24CbLsfJ%2BJS0gcnu%2FDPCp4%2BEz4T0TvBmrM7rhC9Mv8ei3WgJGZ48MBwvkBSL3ULg5KHYbkL1r5MORejKAA5a%2BbcaKQh30QYO0MspaUT9N78ciRlYryD1dFV7038tIqJaYsG%2F%2FshSUOcQMeEHV2t2VfpfAY6B0VIF%2BnvVgiPPpL43xh2fxEJQHpCwpFaN0ePGqxx75Y0evPPCfhvckIY1QQNcL%2FNlNIWTAV8YuVb9BYmfV2stPfX8yhJwmZlvGxJOAFfxzFv2%2B87t%2FR%2FXoklB4BWpPgYkcZBCVWpKLZXsVmII11Mw5%2BaPLHgONZ5Eb%2FipLw1WzBrjMDU1eUx%2B2H8BQEI7cvf5DOrok2NtFufNN%2BBeAgbfGdFgXCqZ5kPSwKGd%2BpNOQnt1PYXCGo5nqeWose4NkgE6m9bud4ZMqLCBH4PZaNuRKkYLuV2YoeMouETO7%2B%2Flhn%2BlzrEE2b2ryB%2Ffuhi%2B2hGPrAJUE%2B09LFjW7OC7tDcldgSOcbc2UEFaVOP%2BzrSPLB49QhtTRNELnn2&rb=x,Celular,"• Toda la innovacion en un formato compacto llevada directo a tus manos  K22 es un celular 3G con una potente senal y cobertura en todo el territorio nacional ideal para lugares con poca senal   • Dispone de dos ranuras para sim card  homologado libre para usar con cualquier operador de telefonia movil  • te brindamos la tranquilidad de un equipo de excelente calidad y acabados suave al tacto y colores vivos  con un ano de garantia  • Te enviamos el Celular HYUNDAI con su factura  para que lo puedas registrar en el operador de tu preferencia   CARACTERISTICAS:  • RED 3G 850/1900 y RED 2G GSM 850/900/1800/1900 • Grabador de llamadas • Grabador de voz • Radio FM (funciona directamente sin audifonos) • Bluetooth version 2 1 • Altavoz: si • Vibrador: si • Dual Sim: si • Registro de duracion de llamadas: si • Marcacion rapida • Teclado retro iluminado • Linterna (con acceso directo en el teclado) • Memoria Expandible hasta 16gb • Entrada auxiliar 3 5 mm para audifonos   Especificaciones tecnicas  • Procesador sencillo 312 Hz • Memoria RAM 32 MB • Memoria ROM 32 MB • Camara de 0 08M • Pantalla de 1 77"" pulgadas  • Bateria 800 mAh • Entrada de carga micro-USB • Dimensiones: ato 11cm  ancho 4 8cm  grosor 1 3cm  Especificaciones de aplicaciones  • Temporizador • Cronometro • Calculadora • Juegos: culebrita  tetris • Alarmas multiples • Calendario • Reloj mundial • Conversion de unidades • Notas  GARANTIA  • Tenemos 12 meses de garantia • 24 horas de servicio al cliente • ATENCION PREMIUN POSVENTA • Soporte de garantia facil Y rapido sin coste adicional • resolvemos tus dudas en un periodo de 24 horas",Rojo,Nuevo,https://http2.mlstatic.com/D_NQ_NP_960257-MCO49282841189_032022-V.webp
